stop_id,stop_code,stop_name,stop_lat,stop_lon
Ibn_Siny_Avicenny,51.0883341100,16.9523855800
Poświęcka,51.1560296400,17.0337226900
Białych_Goździków,51.1568032100,17.1009474200
SIECHNICE_-_OSIEDLE,51.0262100000,17.1546500000
Urząd_Wojewódzki,51.1099125400,17.0476905200
Ożynowa,51.0643969800,17.0094561800
Tramwajowa,51.1044668200,17.0846699600
Borowa_-_Stacja_PKP,51.1854524000,17.2801197000
Rakowiecka,51.0972313700,17.0682385200
KSIĘŻE_MAŁE,51.0769998000,17.0844074000
Pasikurowice-Malinowa,51.2095920700,17.1037196200
TRZMIELOWICKA_(Stacja_kolejowa),51.1427507300,16.8625212500
Damrota,51.1264885400,17.0548761000
Irysowa,51.1514322000,17.0173848600
Na_Ostatnim_Groszu,51.1233898900,16.9765406800
POLANOWICE,51.1625272600,17.0459865000
Wolska,51.1466610000,16.8693550000
Opatowicka_nr_127,51.0919275700,17.1330333800
Śliwice,51.1290719500,17.2131062100
Chińska,51.0608851300,17.0817574600
Rdestowa,51.1112747700,16.8880577300
LIPA_PIOTROWSKA,51.1731299600,16.9946675500
Siechnice_-_ZOZ,51.0372700000,17.1376520000
Na_Niskich_Łąkach,51.0970555300,17.0554487900
Tymiankowa,51.1766331200,16.9916496600
Mydlice_I,51.1611939100,17.2778055200
Zębice_-_Trzech_Lip/Prusa,51.0031150000,17.1563680000
Brodzka,51.1568793000,16.9229924000
most_Milenijny,51.1359163400,16.9984428200
Hala_Stulecia,51.1070399600,17.0728323200
RĘDZIN,51.1661503100,16.9667358800
Kurpiów,51.0546745900,17.0268831300
Kępa,51.2386183400,17.2092182200
pl._Wróblewskiego,51.1052627400,17.0480874000
Lubelska,51.1639163100,16.9191472700
Brzezina_-_Osiedle,51.1922540000,16.8334665000
Kamień_I,51.1685296300,17.2135447200
Jarnołtowska_(Samotworska),51.1201541300,16.8498842600
Raków_-_zakład,51.1645300900,17.2724729900
Gąsiorowskiego,51.1442212600,17.0399977900
Kiełczów_-_WODROL,51.1349012500,17.1756012400
Kleczkowska,51.1267293200,17.0279064000
Przebiśniegowa,51.1725207300,17.1133433600
Rynek,51.1110477400,17.0269635300
Szczecińska,51.1224508500,16.9309962300
Mikołowska,51.1111693100,17.1367838100
PRACZE_ODRZAŃSKIE,51.1747050400,16.9066019500
KROMERA,51.1319931000,17.0658681500
Na_Grobli,51.1014735800,17.0673626300
PARK_POŁUDNIOWY,51.0726200500,17.0107435600
KUŹNIKI_(Stacja_kolejowa),51.1262151500,16.9550870400
Bystrzycka,51.1240088700,16.9590017800
Wiaduktowa,51.0754529800,17.0760928600
Piramowicza,51.1029892700,17.0969646500
Topolowa,51.0694651300,17.0804192500
Szczepin,51.1176376900,17.0064837400
Świdnicka,51.1072813000,17.0328509900
Wyścigowa,51.0697063400,17.0120504400
most_Osobowicki,51.1331533800,17.0264207700
Psie_Pole_(Rondo_Lotników_Polskich),51.1478260900,17.1148752300
Kiełczów_-_Rzeczna,51.1298594700,17.1747517700
Ślęza_(ul._Dębowa),51.0385900000,16.9862840000
Górnickiego,51.1162501300,17.0550195200
C.H._Korona,51.1417828200,17.0932825800
Na_Niskich_Łąkach,51.0972808300,17.0554890900
Sosnowiecka,51.0709008200,17.0912699400
Smardzów_-_Reja,51.0273600000,17.0830990000
OSOBOWICKA_(Cmentarz_II),51.1345367600,17.0109551100
BIERUTOWSKA_(Wiadukt),51.1584667300,17.1476851900
Brzezia_Łąka_-_Główna,51.1228741800,17.2615185700
pl._Nowy_Targ,51.1104065200,17.0390255800
STABŁOWICKA_(Ośrodek_zdrowia),51.1668332600,16.8985987100
Oleśniczka,51.1466121900,17.2806309000
Kamienna,51.0849131600,17.0484029500
KOLBUSZOWSKA_(Stadion),51.0939672200,16.9968875900
Witkowska,51.1476971300,16.9885244600
PILCZYCE,51.1363248900,16.9498929700
Azaliowa,51.1641714100,17.1119364000
Daszyńskiego,51.1263180700,17.0477574100
Grabiszyńska,51.1022549400,17.0123390900
PL._JANA_PAWŁA_II,51.1127054600,17.0206180600
Hotel_Wrocław,51.0974777700,17.0251870300
