variant_id,stop_id
614278,2034
614278,1417
614278,3521
614278,1397
614279,1629
614281,1398
614281,3522
614281,1418
614281,2033
614281,1570
614281,1628
614284,2034
614284,1417
614284,3521
614284,1397
614286,1398
614286,3522
614286,1418
614286,2033
614286,1570
614287,1573
614287,1501
614287,1580
614289,1581
614289,1573
614291,1746
614291,1655
614291,1420
614292,1746
614292,1655
614292,1420
614293,1573
614293,1501
614294,1419
614294,1654
614294,1747
614295,1581
614295,1502
614295,1573
614296,1497
614296,1581
614296,1502
614296,1573
614298,1581
614298,1502
614298,1573
614299,1573
614300,1419
614300,1654
614300,1747
614301,1501
614301,1580
614301,1397
614302,1398
614302,1581
614302,1502
614303,1501
614303,1580
614303,1397
614304,1398
614304,2820
614304,1581
614304,1502
614305,1680
614305,2034
614305,1417
614305,3521
614305,1397
614306,1398
614306,3522
614306,1418
614306,2031
614306,1868
614307,1680
614307,1614
614307,2817
614307,1497
614308,1497
614308,2818
614308,1459
614308,1868
614309,1582
614309,1614
614309,2817
614309,1531
614310,1542
614310,1579
614310,1583
614311,1528
614311,1748
614311,1655
614311,1547
614311,3524
614311,2820
614311,1541
614311,1579
614311,1585
614312,1584
614312,1578
614312,1544
614312,3523
614312,1548
614312,1747
614313,1582
614313,1614
614313,1543
614313,1397
614314,1398
614314,1541
614314,1615
614314,1583
614315,1582
614315,1578
614315,1544
614316,1532
614316,2818
614316,1583
614317,1548
614317,1420
614317,1581
614317,1502
614317,1572
614318,1573
614318,1501
614318,1580
614318,1419
614318,1547
614319,1542
614319,1419
614319,1654
614319,1749
614320,1748
614320,1655
614320,1420
614320,1543
614321,1746
614321,1420
614321,3521
614321,2820
614321,1497
614322,1497
614322,2818
614322,3523
614322,1419
614322,1471
614322,1749
614323,1751
614323,1868
614324,1680
614324,1750
614325,1746
614325,1420
614325,1581
614325,1502
614325,1572
614326,1573
614326,1501
614326,1580
614326,1616
614326,1419
614326,1471
614326,1749
614327,1497
614327,2818
614327,2031
614327,1495
614328,1897
614328,2032
614328,1651
614328,2817
614328,1497
614329,1897
614329,2034
614329,1417
614329,1581
614330,1580
614330,1418
614330,2031
614330,1897
614331,1629
614331,2034
614331,1417
614331,1496
614331,1604
614332,1603
614332,1497
614332,1441
614332,1418
614332,2033
614332,1628
614333,1407
614333,2818
614333,1617
614333,1581
614333,1502
614333,1572
614334,1573
614334,1501
614334,1580
614334,2817
614334,1531
614335,1542
614335,3523
614335,1419
614335,1547
614336,1548
614336,1420
614336,3521
614336,1541
614337,1542
614337,2819
614337,3523
614337,1418
614337,2031
614337,1897
614338,1897
614338,2034
614338,1417
614338,3521
614338,2820
614338,1541
614339,1398
614339,3522
614339,1418
614339,2033
614339,1570
614339,1628
614340,1629
614340,2034
614340,1417
614340,3521
614340,1397
614341,1746
614341,1655
614341,1420
614341,1581
614341,1573
614342,1573
614342,1501
614342,1580
614342,1419
614342,1654
614342,1747
614343,1581
614343,1502
614344,1501
614344,1580
614344,1544
614345,1501
614345,1580
614346,1398
614347,1397
614349,1398
614350,1501
614350,1580
614351,1397
614352,1581
614352,1502
614354,1398
614354,3522
614354,1418
614354,2031
614354,1868
614355,1357
614360,1868
614366,1680
614371,2820
614371,1497
614372,1680
614372,1614
614372,2817
614372,1496
614372,1604
614372,1484
614373,1603
614373,1497
614373,2818
614373,1459
614373,1868
614375,1680
614376,1869
614384,1582
614384,1614
614384,2817
614384,1531
614384,1408
614390,1531
614392,1587
614397,1586
614399,1586
614400,1582
614400,2817
614404,1583
614405,1528
614405,1748
614405,1655
614405,1547
614405,3524
614405,2820
614405,1541
614405,1579
614405,1585
614409,1528
614409,1748
614409,1655
614409,1547
614409,3524
614409,2820
614409,1541
614409,1579
614409,1585
614424,1398
614424,1541
614424,1615
614424,1583
614431,1614
614431,1543
614431,1397
614435,1587
614437,1531
614438,1531
614440,1532
614440,2818
614440,1583
614441,1532
614441,2818
614441,1583
614442,1586
614448,1548
614448,1420
614448,1502
614448,1572
614451,1573
614451,1501
614451,1580
614451,1419
614451,1547
614453,1573
614453,1501
614453,1580
614453,1419
614453,1547
614457,1502
614457,1572
614458,1548
614458,1420
614458,1581
614458,1502
614458,1572
614459,1548
614459,1420
614459,1581
614459,1502
614459,1573
614464,1419
614464,1547
614468,1548
614468,1420
614469,1542
614481,1751
614482,1748
614482,1655
614482,1420
614482,1543
614482,1410
614491,1603
614491,1497
614491,2818
614491,3523
614491,1419
614491,1471
614491,1749
614492,3522
614492,1419
614492,1471
614492,1749
614493,1584
614493,1472
614493,1749
614496,1746
614499,1807
614499,1750
614500,1751
614500,1868
614502,1751
614503,1868
614504,1680
614504,1750
614505,1750
614506,1750
614507,1680
614508,1746
614508,1420
614508,1581
614508,1502
614508,1572
614511,1581
614511,1502
614511,1572
614513,1472
614513,1749
614516,1746
614518,1573
614518,1501
614518,1580
614519,1581
614519,1502
614519,1572
614521,1897
614521,1651
614521,2817
614527,1897
614528,1495
614535,1580
614536,1580
614536,1418
614536,2031
614536,1495
614538,1897
614538,2034
614538,1417
614538,1581
614542,1581
614547,1897
614548,1897
614549,1897
614556,1495
614560,1897
614566,1441
614566,1418
614566,2033
614566,1628
614569,1496
614569,1604
614570,2033
614570,1628
614575,1603
614575,1497
614581,1573
614581,1501
614581,1580
614583,2820
614583,1581
614583,1502
614583,1572
614585,1407
614586,1581
614586,1502
614586,1572
614588,1578
614588,2817
614588,1531
614589,1407
614589,2818
614589,1617
614589,1581
614589,1502
614589,1572
614591,1531
614596,1542
614597,1548
614597,1420
614597,3521
614600,1541
614605,3522
614605,1419
614605,1547
614613,1531
614613,1408
614614,3523
614614,1418
614614,2031
614614,1897
614615,1409
614615,1542
614615,3523
614615,1418
614615,2031
614615,1897
614617,1897
614618,1897
614618,2034
614618,1417
614618,3521
614619,1407
614624,2033
614624,1570
614624,1628
614627,1629
614627,2034
614627,1417
614627,3521
614627,1397
614628,1629
614630,1398
614630,3522
614630,1418
614630,2033
614630,1570
614630,1628
614640,1746
614640,1655
614640,1420
614642,1573
614642,1501
614644,1581
614644,1502
614644,1573
616003,449
616003,472
616003,3269
616003,3276
616003,3316
616004,3308
616004,26
616005,27
616005,3287
616005,3300
616006,3305
616006,3269
616006,471
616006,3514
616007,515
616007,518
616007,27
616007,3287
616007,3313
616008,3280
616008,3308
616008,26
616009,449
616009,472
616009,3269
616009,3304
616009,3276
616010,3305
616010,3274
616010,3269
616010,471
616010,3514
616011,449
616011,472
616011,3269
616011,3276
616011,3341
616011,3316
616012,449
616012,472
616012,3302
616012,3332
616013,3308
616013,3271
616013,26
616015,515
616015,518
616015,27
616015,3287
616015,3313
616015,3300
616016,515
616016,518
616016,27
616016,3271
616016,3287
616016,3313
616017,3300
616017,3280
616017,3308
616018,515
616018,518
616018,27
616018,3287
616018,3313
616018,3300
616019,3322
616019,3280
616019,3308
616019,26
616020,3322
616020,3367
616020,3300
616020,3280
616020,3308
616020,26
616021,515
616021,518
616021,27
616021,3287
616021,3313
616022,515
616022,518
616022,27
616022,3287
616022,3313
616023,3300
616023,3280
616023,3308
616023,26
616024,3341
616024,3300
616024,3280
616024,3308
616024,26
616027,449
616027,472
616027,3269
616027,3304
616027,3276
616029,471
616029,3514
616030,449
616030,472
616030,3349
616031,3270
616031,3305
616031,3274
616031,3269
616031,471
616031,3514
616032,449
616032,472
616032,3269
616032,3276
616032,3316
616033,3308
616033,26
616034,27
616034,3287
616034,3300
616035,3305
616035,3269
616035,471
616035,3514
616036,515
616036,518
616036,27
616036,3287
616036,3313
616037,3280
616037,3308
616037,26
616038,449
616038,472
616038,3269
616038,3304
616038,3276
616039,3305
616039,3274
616039,3269
616039,471
616039,3514
616041,449
616041,472
616041,3302
616041,3332
616043,449
616043,472
616043,3349
616043,3276
616043,3316
616054,449
616054,472
616054,3349
616054,3304
616054,3276
616057,449
616057,472
616058,471
616058,3514
616059,449
616059,472
616059,3349
616061,3276
616062,3305
616063,3276
616064,3332
616066,3276
616068,3300
616069,3331
616076,896
616076,1215
616076,481
616078,18
616078,896
616078,1215
616078,481
616079,480
616079,2035
616079,350
616080,343
616080,349
616080,1215
616080,481
616081,3134
616081,3132
616081,458
616081,3514
616081,317
616081,281
616081,3490
616082,3489
616082,2863
616082,316
616082,447
616082,1249
616082,3134
616083,553
616083,1742
616083,3517
616083,480
616084,481
616084,3526
616084,1743
616084,554
616085,3412
616085,3547
616085,256
616085,1151
616085,305
616085,324
616086,323
616086,304
616086,2855
616086,255
616086,1759
616086,3416
616087,1218
616087,1219
616087,472
616088,475
616088,471
616088,463
616088,458
616089,2863
616089,316
616089,1249
616089,3134
616090,3134
616090,3132
616090,458
616090,3514
616090,317
616090,281
616090,1906
616091,518
616091,436
616091,3134
616092,469
616092,2905
616092,435
616092,1011
616093,526
616093,538
616094,539
616094,527
616095,2274
616095,3415
616095,2828
616095,1819
616095,2028
616095,884
616095,212
616096,1142
616096,228
616096,1176
616096,1248
616096,711
616096,2305
616097,636
616097,818
616097,242
616097,255
616097,3235
616098,256
616098,240
616098,1782
616098,639
616099,481
616099,3526
616099,1743
616099,554
616100,553
616100,1742
616100,3517
616100,480
616101,666
616101,212
616101,255
616101,271
616101,281
616102,2861
616102,1149
616102,256
616102,1142
616102,824
616103,1215
616103,481
616103,3104
616103,243
616103,255
616103,2972
616103,2976
616104,2977
616104,2973
616104,256
616104,244
616104,3103
616104,480
616104,2035
616105,16
616105,256
616105,1151
616105,494
616105,508
616105,3102
616105,509
616105,546
616105,613
616105,619
616105,637
616106,673
616106,639
616106,620
616106,1819
616106,1330
616106,508
616106,3102
616106,509
616106,1154
616106,255
616106,15
616107,1230
616107,3415
616107,2828
616107,1819
616107,1330
616107,3107
616107,2816
616107,1154
616107,281
616108,1151
616108,494
616108,2815
616108,3102
616108,509
616108,841
616108,1248
616108,711
616109,216
616109,226
616109,240
616109,305
616109,781
616110,782
616110,304
616110,242
616110,884
616110,217
616111,378
616111,323
616111,480
616111,1219
616111,3134
616112,3134
616112,463
616112,481
616112,324
616112,2341
616113,3412
616113,1306
616113,2863
616113,781
616113,2527
616114,2528
616114,782
616114,2855
616114,1174
616114,3416
616114,116
616115,378
616115,2816
616115,546
616115,1741
616115,711
616115,2305
616116,2274
616116,3415
616116,2828
616116,1740
616116,2815
616116,324
616116,2342
616117,38
616117,255
616118,256
616118,244
616119,255
616119,271
616119,281
616119,378
616120,2342
616120,2861
616120,1149
616120,256
616121,637
616121,656
616121,3517
616121,480
616122,481
616122,3526
616122,1175
616122,638
616123,255
616123,261
616123,179
616123,165
616124,164
616124,2977
616124,180
616124,256
616125,1160
616125,651
616125,656
616125,508
616125,3106
616125,509
616125,782
616126,323
616126,508
616126,3106
616126,509
616126,2816
616126,1175
616126,650
616126,665
616127,324
616127,3138
616127,3402
616127,3406
616127,3405
616127,3404
616127,3403
616128,3405
616128,3404
616128,3402
616128,3403
616128,864
616128,323
616129,3421
616129,2275
616130,2276
616130,3415
616130,2771
616131,2506
616131,3422
616131,2013
616131,761
616132,760
616132,1230
616132,2711
616132,3419
616132,735
616132,2935
616132,2646
616133,38
616133,255
616134,256
616134,244
616135,2863
616135,316
616135,2816
616135,1178
616135,613
616135,619
616136,635
616136,1819
616136,617
616136,2815
616136,317
616136,281
616137,636
616137,818
616137,241
616137,494
616137,781
616138,782
616138,952
616138,1782
616138,638
616139,635
616139,637
616139,666
616139,212
616139,255
616139,271
616139,2863
616140,284
616140,2861
616140,1149
616140,256
616140,1142
616140,824
616140,639
616140,620
616141,619
616141,637
616141,668
616141,2172
616142,2173
616142,667
616142,3413
616142,639
616142,620
616143,647
616143,639
616143,620
616143,1248
616143,711
616143,2305
616144,51
616144,2274
616144,3415
616144,2828
616144,613
616144,619
616144,638
616144,700
616145,637
616145,656
616145,242
616145,255
616146,256
616146,240
616146,1175
616146,1318
616146,636
616147,26
616147,445
616147,2119
616147,319
616147,2855
616147,255
616148,256
616148,1151
616148,318
616148,447
616148,27
616149,38
616149,255
616150,256
616150,244
616151,242
616151,884
616151,217
616151,212
616151,3547
616151,2884
616152,251
616152,1759
616152,1142
616152,216
616152,226
616152,240
616153,636
616153,818
616153,508
616153,3106
616153,509
616153,396
616154,864
616154,323
616154,508
616154,3106
616154,509
616154,2816
616154,1782
616154,638
616155,546
616155,1178
616155,1248
616155,711
616156,3415
616156,2828
616156,1819
616156,617
616156,1330
616157,242
616157,884
616157,217
616157,115
616157,91
616158,94
616158,1125
616158,216
616158,226
616159,788
616159,216
616159,226
616159,240
616159,1330
616159,508
616159,3107
616159,447
616159,1249
616159,3134
616160,469
616160,3132
616160,2119
616160,3104
616160,547
616160,242
616160,884
616160,217
616160,2479
616161,1901
616161,604
616161,711
616162,3415
616162,2828
616162,603
616162,1900
616163,55
616163,2274
616163,2304
616163,3415
616163,2828
616163,3239
616163,1740
616163,1330
616163,2954
616163,508
616163,3102
616163,2861
616163,1149
616163,251
616164,2884
616164,271
616164,2863
616164,508
616164,3102
616164,509
616164,2953
616164,546
616164,1741
616164,3240
616164,711
616164,2273
616164,2305
616165,1901
616165,604
616165,711
616165,2305
616166,2274
616166,3415
616166,2828
616166,603
616166,1900
616167,1138
616167,3412
616167,211
616167,240
616167,508
616167,3104
616167,509
616167,546
616167,27
616168,26
616168,1330
616168,508
616168,3104
616168,509
616168,242
616168,212
616168,3416
616169,803
616169,553
616169,1740
616169,1330
616169,508
616169,3103
616169,480
616170,2528
616170,481
616170,3103
616170,509
616170,546
616170,1743
616170,554
616171,3561
616171,553
616171,1740
616171,1330
616171,508
616171,3105
616171,509
616171,242
616171,212
616171,129
616171,1251
616172,3008
616172,891
616172,1138
616172,211
616172,240
616172,508
616172,3105
616172,509
616172,546
616172,1743
616172,554
616173,3105
616173,509
616173,841
616173,804
616173,576
616173,567
616174,575
616174,977
616174,1330
616174,3105
616175,576
616175,567
616176,582
616176,568
616176,575
616176,1740
616177,243
616177,255
616177,261
616177,179
616177,3222
616178,3221
616178,180
616178,262
616178,256
616178,244
616179,977
