variant_id,stop_id
616179,1312
616180,241
616180,494
616181,255
616181,261
616181,179
616181,165
616182,164
616182,2977
616182,180
616182,262
616182,256
616183,884
616183,217
616183,2479
616183,115
616184,114
616184,788
616184,216
616184,226
616185,636
616185,818
616185,508
616185,3106
616185,509
616185,1000
616185,2342
616186,864
616186,323
616186,508
616186,3106
616186,509
616186,2816
616186,1782
616186,638
616187,2028
616187,884
616187,215
616188,214
616188,228
616188,1176
616189,1901
616189,613
616189,620
616190,635
616190,1892
616190,603
616190,1900
616191,242
616191,212
616191,115
616191,1025
616192,1125
616192,114
616192,211
616193,115
616193,1139
616193,981
616193,799
616193,1025
616194,91
616194,798
616194,994
616195,665
616196,1160
616197,1160
616197,3413
616197,639
616197,620
616197,1892
616197,568
616198,567
616198,1189
616198,613
616198,619
616198,637
616198,644
616198,1329
616198,665
616199,1901
616199,604
616199,711
616200,3415
616200,2828
616200,603
616200,1900
616201,667
616201,3413
616201,639
616201,620
616202,619
616202,637
616202,668
616202,1074
616203,1239
616203,281
616203,403
616204,3405
616204,3404
616204,3402
616204,2855
616205,952
616206,1313
616206,1742
616207,637
616207,666
616207,212
616207,195
616207,179
616208,180
616208,1759
616208,1142
616208,824
616208,638
616209,480
616209,347
616209,2666
616209,897
616210,480
616210,347
616210,2666
616210,897
616211,480
616211,347
616211,2666
616211,897
616211,864
616212,480
616212,347
616212,2666
616212,897
616212,18
616212,864
616213,480
616213,347
616213,2666
616213,897
616213,18
616213,2010
616214,480
616214,347
616214,2666
616214,897
616214,18
616215,480
616215,2035
616215,350
616216,480
616216,2035
616216,350
616217,480
616217,2035
616217,350
616218,480
616218,2035
616218,350
616220,3134
616220,3132
616220,458
616220,3514
616220,317
616220,281
616222,447
616222,1249
616222,3134
616223,469
616223,3132
616223,458
616223,3514
616223,317
616223,281
616223,3490
616225,481
616225,3526
616227,323
616227,304
616227,2855
616227,255
616228,323
616228,304
616228,2855
616228,255
616228,1759
616228,3416
616230,1151
616230,305
616230,324
616231,3412
616231,3547
616231,256
616231,1151
616231,305
616231,324
616234,1151
616234,305
616234,324
616236,323
616236,304
616236,2855
616237,323
616237,304
616239,1218
616239,1219
616239,472
616239,3294
616240,3295
616240,475
616240,471
616240,463
616240,458
616241,475
616241,471
616241,463
616244,3134
616244,3132
616244,458
616244,3514
616244,317
616244,281
616244,1906
616244,3490
616245,316
616245,1249
616245,3134
616246,469
616246,2905
616246,435
616246,1011
616246,543
616246,1175
616248,526
616248,529
616248,538
616249,526
616249,538
616249,3272
616250,526
616250,529
616250,538
616250,3272
616251,526
616251,538
616252,539
616252,527
616253,3272
616253,539
616253,527
616254,539
616254,528
616254,527
616256,2028
616256,884
616256,212
616257,1142
616257,228
616257,1176
616258,2274
616258,3415
616258,2828
616258,613
616259,1142
616259,228
616259,1176
616259,613
616260,1142
616260,228
616261,1142
616262,2836
616263,1248
616263,711
616263,2305
616264,884
616264,212
616266,636
616266,818
616266,242
616266,255
616268,3517
616268,480
616269,480
616270,481
616270,3526
616271,666
616271,212
616271,255
616271,271
616271,281
616273,2861
616273,1149
616273,256
616273,1142
616273,824
616277,1963
616277,3182
616278,2861
616278,1149
616278,256
616278,1142
616278,824
616278,879
616283,637
616289,2977
616289,2973
616289,256
616289,244
616289,3103
616289,480
616289,2035
616291,2977
616291,2973
616291,256
616291,244
616293,480
616293,2035
616296,256
616296,244
616298,256
616298,244
616299,243
616299,255
616300,1215
616300,481
616301,1215
616301,481
616302,782
616302,315
616302,952
616302,1782
616306,509
616306,1154
616306,255
616306,15
616307,16
616307,256
616307,1151
616307,494
616307,508
616307,3102
616308,16
616308,256
616308,1151
616308,494
616308,508
616309,635
616309,1819
616309,1330
616309,508
616309,3102
616309,509
616309,1154
616309,255
616309,15
616310,16
616310,256
616310,1151
616310,494
616310,508
616310,3102
616310,509
616310,546
616310,613
616310,619
616312,509
616312,546
616312,613
616312,619
616312,637
616312,1074
616314,509
616314,546
616314,613
616314,619
616314,637
616315,546
616315,613
616315,619
616315,637
616316,546
616316,613
616316,619
616316,637
616317,546
616317,613
616317,619
616317,637
616319,1074
616319,673
616319,638
616321,1230
616321,3415
616321,2828
616321,1819
616321,1330
616321,3107
616321,2816
616321,1154
616321,281
616326,1230
616326,3415
616326,2828
616326,1819
616326,1330
616326,508
616327,2855
616327,205
616329,1230
616329,3415
616329,2828
616329,613
616329,637
616330,1248
616330,711
616331,509
616331,841
616331,1248
616331,711
616336,216
616336,226
616336,240
616336,305
616336,781
616338,782
616338,304
616338,242
616338,884
616338,217
616340,480
616340,1219
616340,3134
616343,1219
616343,3134
616344,1219
616344,3134
616345,1219
616345,3134
616348,3134
616348,463
616348,481
616348,324
616348,2341
616350,378
616350,323
616350,480
616350,1219
616350,3134
616353,3134
616354,481
616354,324
616354,2341
616355,3134
616356,3134
616356,463
616359,378
616361,2341
616363,3412
616363,1306
616363,2863
616363,781
616363,2527
616364,3131
616365,1306
616365,2863
616365,781
616365,2527
616366,1306
616366,2863
616366,781
616366,2527
616367,781
616367,2527
616370,2528
616370,782
616370,2855
616371,2528
616371,782
616371,2855
616371,1174
616373,2528
616373,782
616377,2274
616377,3415
616377,2828
616377,1740
616377,2815
616377,324
616377,2342
616378,2274
616378,3415
616378,2828
616378,1740
616378,2815
616379,2274
616379,3415
616379,2828
616379,1740
616379,2815
616381,378
616381,2816
616381,546
616381,1741
616381,711
616381,2305
616382,2815
616382,324
616382,2342
616383,1740
616383,2815
616383,324
616383,2342
616385,2274
616385,3415
616385,2828
616388,378
616388,2816
616389,711
616389,2305
616390,509
616390,38
616390,255
616391,256
616395,255
616395,271
616395,281
616395,378
616395,1153
616396,1153
616396,2342
616396,2861
616396,1149
616396,256
616398,2342
616398,2861
616398,1149
616398,256
616399,2342
616399,2861
616399,1149
616399,256
616400,2342
616402,378
616404,1153
616404,2342
616404,2861
616404,1149
616404,256
616405,255
616405,271
616405,281
616405,378
616406,255
616406,271
616406,281
616411,2342
616412,255
616412,2973
616413,255
616413,271
616413,281
616413,378
616413,1153
616414,255
616414,271
616414,281
616416,481
616416,3526
616416,1175
616416,638
616417,481
616417,3526
616417,1175
616417,638
616418,637
616420,638
616421,656
616421,3517
616421,480
616422,481
616422,3526
616422,1175
616423,2475
616423,164
616423,2977
616423,2869
616423,256
616425,255
616425,261
616425,179
616425,165
616426,164
616426,2977
616426,180
616427,164
616427,2977
616427,180
616427,256
616428,656
616428,241
616430,1160
616430,651
616430,656
616430,508
616430,3106
616430,509
616430,782
616431,1160
616431,651
616431,656
616431,508
616431,3106
616431,509
616431,782
616432,1160
616432,651
616432,656
616432,508
616433,323
616433,508
616433,3106
616433,509
616433,2816
616433,1175
616433,650
616433,665
616436,1160
616436,651
616437,323
616437,508
616438,324
616438,3138
616438,3402
616438,3406
616439,324
616439,3138
616439,3402
616439,3406
616441,3405
616441,3404
616441,3402
616441,3403
616441,864
616441,2855
616442,3405
616442,3404
616442,3402
616442,3403
616442,864
616442,323
616443,3405
616443,3404
616443,3402
616443,3403
616443,864
616443,323
616444,3405
616444,3404
616444,3402
616444,3403
616444,864
616444,323
616446,2275
616447,2276
616447,3415
616453,2506
616453,3422
616453,2013
616455,256
616455,244
616457,255
616458,256
616458,240
616462,2863
616462,316
616462,2816
616462,1178
616462,613
616463,1819
616463,617
616463,2815
616463,317
616463,281
616464,620
616464,1819
616464,617
616464,2815
616464,317
616464,281
616465,620
616466,2863
616466,316
616466,2816
616466,1178
616466,613
616466,619
616467,635
616468,2863
616468,316
616468,2816
616468,1178
616468,613
616468,619
616471,638
616472,638
616473,636
616473,818
616473,241
616473,494
616473,781
616474,782
616474,952
616474,1782
616474,638
616474,879
616475,637
616477,635
616477,637
616477,666
616477,212
616477,255
616477,271
616477,1906
616477,2863
616478,256
616478,1142
616478,824
616478,639
616479,284
616479,2861
616479,1906
616479,1149
616479,256
616479,1142
616479,824
616479,639
616479,620
616480,284
616480,2861
616480,1149
616480,256
616480,205
616480,1142
616480,824
616481,284
616481,2861
616481,1906
616481,1149
616481,256
616481,1142
616481,824
616482,666
616482,212
616482,255
616482,271
616482,2863
616484,639
616484,620
616485,635
616485,637
616486,637
616487,2173
616487,667
616487,3413
616487,639
616487,620
616488,619
616488,637
616488,668
616488,2172
616488,1074
616489,619
616489,637
616490,2173
616492,667
616492,3413
616492,639
616492,620
616494,2172
616496,706
616496,647
616496,639
616496,620
616496,1248
616496,711
616496,2305
616497,51
616497,2274
616497,3415
616497,2828
616497,613
616497,619
616497,638
616497,700
616497,705
616499,51
616499,2274
616499,3415
616499,2828
616499,613
616499,619
616499,638
616500,706
616500,647
616500,637
616501,647
616501,637
616502,639
616502,620
616502,1248
616502,711
616502,2305
616503,2305
616504,638
616504,700
616505,638
616505,700
616505,705
616508,637
616509,636
616510,656
616510,242
616510,255
616511,256
616511,240
616511,1175
616511,1165
616512,445
616512,2119
616512,319
616512,2855
616512,255
616513,256
616513,1151
616513,318
616513,447
616514,1151
616514,318
616514,447
616514,27
616515,318
616515,447
616516,256
616517,26
616517,445
616517,2119
616517,319
616518,26
616518,445
616518,2119
616518,319
616519,26
616519,445
616519,2119
616519,319
616520,445
616520,2119
616520,319
616521,255
616525,256
616525,244
616526,256
616529,613
616530,255
616533,251
616533,1759
616533,1142
616533,216
616533,226
616533,240
616534,251
616534,1759
616534,1142
616534,216
616534,226
616534,240
616536,818
616536,241
616537,212
616537,3547
616537,2884
616537,2972
616538,251
616538,1759
616538,1142
616539,978
616539,952
616540,636
616540,818
616540,508
616540,3106
616540,509
616542,509
616542,2816
616542,1782
616542,638
616543,509
616543,396
616544,782
616545,864
616545,323
616545,508
616545,3106
616545,509
616545,2816
616545,1782
616545,638
616548,1819
616548,617
616548,1330
616549,1819
616549,617
616549,1330
616550,1248
616550,711
616551,3415
616551,2828
616551,613
616552,546
616552,1178
616552,613
616553,94
616553,1125
616553,216
616553,226
616553,240
616554,94
616554,1125
616554,216
616554,226
616555,94
616555,1125
616555,216
616555,226
616556,3136
616556,94
616556,1125
616556,216
616556,226
616557,3136
616557,94
616557,1125
616557,216
616557,226
616558,242
616558,884
616558,217
616558,115
616558,91
616558,3136
616559,242
616559,884
616559,217
616559,115
616559,91
616560,242
616560,884
616560,217
616560,115
616560,91
616560,3136
616561,115
616561,91
616562,115
616562,91
616562,3136
616563,94
616563,1125
616564,788
616564,216
616564,226
616564,240
616564,1330
616564,3107
616564,447
616564,1249
616564,3134
616565,508
616565,3107
616565,447
616565,1249
616565,3134
616566,788
616566,216
616566,226
616566,240
616566,1330
616566,3107
616567,788
616567,2554
616568,788
616568,216
616568,226
616568,240
616568,1330
616569,788
616569,216
616569,226
616569,240
616569,1330
616572,216
616572,226
616572,240
616572,1330
616574,469
616574,3132
616574,2119
616574,3104
616574,547
616574,242
616574,884
616574,217
616575,2119
616575,3104
616575,547
616575,242
616575,884
616575,217
616575,2479
616576,3134
616576,3132
616576,2119
616576,509
616576,547
616576,1175
616578,3134
616578,3132
616578,2119
616578,3104
616578,547
616578,242
616578,884
616578,217
616578,2479
616579,2119
616579,3104
616579,547
616579,242
616579,884
616579,217
616579,788
616581,547
616581,242
616581,884
616581,217
616581,788
616582,788
616582,2554
616585,1901
616585,604
616585,711
616586,1901
616586,604
616586,711
616588,3415
616588,2828
616588,603
616588,1900
616589,1248
616589,711
616590,711
616591,711
616592,3415
616592,2828
616592,613
616594,1901
616594,602
616595,603
616595,1900
616599,2273
616599,2305
616600,1149
616600,251
616601,55
616601,2796
616601,2274
616601,2304
616601,3415
616601,2828
616601,3239
616601,1740
616601,1330
616601,2954
616601,508
616601,3102
616601,2861
616601,1149
616601,251
616602,55
616602,2274
616602,2304
616602,3415
616602,2828
616603,2274
616603,2304
616603,3415
616603,2828
616603,637
616605,2884
616605,271
616605,2863
616605,3102
616605,509
616605,2953
616605,546
616605,1741
616605,711
616605,2273
616605,2305
616605,2796
616606,2861
616606,1906
616606,1149
616606,251
616608,2855
616609,786
616609,116
616610,786
616610,116
616610,788
616611,786
616611,1142
616612,1901
616612,604
616612,711
616612,2305
616614,711
616614,2305
616615,603
616615,1900
616616,2274
616616,3415
616616,2828
616617,891
616617,1138
616617,3412
616617,211
616617,240
616617,508
616617,3104
616617,509
616617,546
616617,27
616618,891
616618,1138
616618,3412
616618,211
616618,240
616618,508
616619,509
616619,546
616619,27
616620,1138
616620,3412
616620,211
616620,240
616622,26
616622,1330
616622,508
616622,3104
616622,509
616622,242
616622,212
616622,3416
616622,1251
616623,509
616623,242
616623,212
616623,3416
616623,1251
616624,26
616624,1330
616624,508
616625,26
616625,1330
616625,3517
616625,545
616625,543
616625,1175
616626,553
616626,1740
616626,1330
616626,508
616626,3103
616626,480
616629,803
616629,553
616629,1740
616629,1330
616629,508
616630,509
616632,2528
616632,481
616632,3103
616632,509
616632,546
616632,1743
616632,554
616633,2528
616633,481
616633,509
616633,547
616636,3561
616636,553
616636,1740
616636,1330
616636,508
616639,509
616640,3008
616640,891
616640,1138
616640,211
616640,240
616640,508
616641,3561
616641,553
616641,804
616641,637
616646,3105
616646,509
616646,547
616648,582
616648,568
616648,575
616648,1740
616648,874
616648,613
616649,576
616649,567
616650,576
616650,595
616650,567
616651,582
616651,568
616652,576
616652,1034
616652,1701
616652,567
616653,576
616653,1034
616653,1701
616653,567
616654,576
616654,595
616654,567
616655,582
616655,568
616655,596
616655,575
616655,1740
616656,582
616656,568
616656,1034
616656,1701
616656,575
616656,1740
616657,1819
616657,1743
616660,3574
616661,255
616661,261
616661,179
616661,3222
616663,3221
616663,180
616663,262
616663,256
616664,3221
616664,180
616664,262
616664,256
616664,244
616664,901
616665,977
616665,1312
616668,1312
616671,255
616671,261
616671,179
616671,165
616672,255
616672,261
616672,2492
616672,165
616674,164
616674,2977
616674,2869
616674,262
616674,256
616675,164
616675,2977
616675,180
616675,262
616675,256
616677,242
616677,884
616677,217
616677,2479
616677,115
616678,114
616678,788
616678,216
616678,226
616679,114
616679,788
616679,216
616679,226
616679,952
616679,1782
616680,114
616681,818
616681,242
616681,884
616681,217
616681,2479
616681,115
616683,2479
616683,115
616684,115
616686,271
616686,281
616687,864
616687,323
616687,508
616687,3106
616688,864
616688,323
616688,508
616688,3106
616688,509
616688,2816
616688,1782
616688,638
616690,214
616690,228
616690,1176
616691,214
616691,228
616691,1176
616694,1901
616694,613
616696,1901
616696,613
616696,620
616697,635
616697,1892
616697,603
616697,1900
616698,635
616698,1892
616698,603
616698,1900
616699,635
616699,1892
616699,603
616699,1900
616700,635
616700,1892
616700,603
616700,1900
616701,635
616701,1892
616701,603
616701,1900
616702,635
616702,1892
616702,603
616702,1900
616703,1892
616703,603
616703,1900
616704,1892
616704,603
616704,1900
616705,620
616706,620
616706,3144
616707,635
616708,635
616709,1125
616709,114
616709,211
616709,240
616710,1125
616710,114
616711,242
616711,212
616711,115
616711,1025
616712,115
616712,1025
616713,115
616713,1139
616713,981
616716,115
616716,1139
616716,981
616716,799
616716,1025
616718,91
616718,798
616718,994
616719,994
616720,115
616720,1139
616720,981
616720,799
616720,1025
616721,1160
616723,665
616725,1160
616725,3413
616725,639
616725,620
616725,1892
616725,567
616726,568
616726,1189
616726,613
616726,619
616726,637
616726,644
616726,1329
616726,665
616727,1160
616727,3413
616727,639
616727,620
616727,1892
616727,568
616727,1034
616727,1701
616728,1160
616728,3413
616728,639
616728,620
616728,1892
616728,1034
616728,1701
616728,567
616729,1160
616729,3413
616729,639
616729,620
616729,1892
616729,2117
616729,568
616730,1160
616730,3413
616730,639
616730,620
616730,1892
616730,2117
616730,568
616731,1160
616731,3413
616731,639
616731,620
616731,1892
616731,2117
616731,567
616732,1701
616732,1034
616732,567
616732,1189
616732,613
616732,619
616732,637
616732,644
616732,1329
616732,665
616733,568
616733,2117
616733,613
616733,619
616733,637
616733,644
616733,1329
616733,665
616734,568
616734,1034
616734,1701
616734,2117
616734,613
616734,619
616734,637
616734,644
616734,1329
616734,665
616735,567
616735,2117
616735,613
616735,619
616735,637
616735,644
616735,1329
616735,665
616736,568
616737,567
616737,2117
616738,568
616738,613
616738,619
616738,637
616738,644
616739,567
616739,613
616739,619
616739,637
616739,644
616740,1160
616741,3413
616741,639
616741,620
616741,1892
616741,567
616742,1329
616742,665
616744,3415
616744,2828
616746,711
616747,603
616747,1900
616749,667
616749,3413
616749,639
616749,620
616750,619
616750,637
616750,668
616751,3413
616751,637
616751,668
616753,667
616753,3413
616753,639
616753,620
616754,667
616754,3413
616754,638
616755,281
616755,403
616755,3406
616758,3405
616758,3404
616758,3402
616758,2855
616759,3405
616759,3404
616759,3402
616759,2855
616762,638
616764,637
616764,666
616764,212
616764,195
616764,179
616766,637
616767,480
616767,347
616767,2666
616767,897
616768,896
616768,1215
616768,481
616769,480
616769,347
616769,2666
616769,897
616769,18
616770,18
616770,896
616770,1215
616770,481
616771,480
616771,2035
616771,350
616772,343
616772,349
616772,1215
616772,481
616773,3134
616773,3132
616773,458
616773,3514
616773,317
616773,281
616773,3490
616774,3489
616774,2863
616774,316
616774,447
616774,1249
616774,3134
616775,553
616775,1742
616775,3517
616775,480
616776,481
616776,3526
616776,1743
616776,554
616777,3412
616777,3547
616777,256
616777,1151
616777,305
616777,324
616778,323
616778,304
616778,2855
616778,255
616778,1759
616778,3416
616779,1218
616779,1219
616779,472
616780,475
616780,471
616780,463
616780,458
616781,2863
616781,316
616781,1249
616781,3134
616782,3134
616782,3132
616782,458
616782,3514
616782,317
616782,281
616782,1906
616783,518
616783,436
616783,3134
616784,469
616784,2905
616784,435
616784,1011
616785,526
616785,538
616786,539
616786,527
616787,2274
616787,3415
616787,2828
616787,1819
616787,2028
616787,884
616787,212
616788,1142
616788,228
616788,1176
616788,1248
616788,711
616788,2305
616789,636
616789,818
616789,242
616789,255
616789,3235
616790,256
616790,240
616790,1782
616790,639
616791,481
616791,3526
616791,1743
616791,554
616792,553
616792,1742
616792,3517
616792,480
616795,1215
616795,481
616795,3104
616795,243
616795,255
616795,2972
616795,2976
616796,2977
616796,2973
616796,256
616796,244
616796,3103
616796,480
616796,2035
616797,16
616797,256
616797,1151
616797,494
616797,508
616797,3102
616797,509
616797,546
616797,613
616797,619
616797,637
616798,673
616798,639
616798,620
616798,1819
616798,1330
616798,508
616798,3102
616798,509
616798,1154
616798,255
616798,15
616799,1230
616799,3415
616799,2828
616799,1819
616799,1330
616799,3107
616799,2816
616799,1154
616799,281
616800,1151
616800,494
616800,2815
616800,3102
616800,509
616800,841
616800,1248
616800,711
616801,216
616801,226
616801,240
616801,305
616801,781
616802,782
616802,304
616802,242
616802,884
616802,217
616803,378
616803,323
616803,480
616803,1219
616803,3134
616804,3134
616804,463
616804,481
616804,324
616804,2341
616805,3412
616805,1306
616805,2863
616805,781
616805,2527
616806,2528
616806,782
616806,2855
616806,1174
616806,3416
616806,116
616807,378
616807,2816
616807,546
616807,1741
616807,711
616807,2305
616808,2274
616808,3415
616808,2828
616808,1740
616808,2815
616808,324
616808,2342
616809,38
616809,255
616810,256
616810,244
616811,255
616811,271
616811,281
616811,378
616812,2342
616812,2861
616812,1149
616812,256
616813,637
616813,656
616813,3517
616813,480
616814,481
616814,3526
616814,1175
616814,638
616815,255
616815,261
616815,179
616815,165
616816,164
616816,2977
616816,180
616816,256
616817,1160
616817,651
616817,656
616817,508
616817,3106
616817,509
616817,782
616818,323
616818,508
616818,3106
616818,509
616818,2816
616818,1175
616818,650
616818,665
616819,324
616819,3138
616819,3402
616819,3406
616819,3405
616819,3404
616819,3403
616821,3421
616821,2275
616822,2276
616822,3415
616822,2771
616823,38
616823,255
616824,256
616824,244
616825,2863
616825,316
616825,2816
616825,1178
616825,613
616825,619
616826,635
616826,1819
616826,617
616826,2815
616826,317
616826,281
616827,636
616827,818
616827,241
616827,494
616827,781
616828,782
616828,952
616828,1782
616828,638
616829,635
616829,637
616829,666
616829,212
616829,255
616829,271
616829,2863
616830,284
616830,2861
616830,1149
616830,256
616830,1142
616830,824
616830,639
616830,620
616831,619
616831,637
616831,668
616831,2172
616832,2173
616832,667
616832,3413
616832,639
616832,620
616833,647
616833,639
616833,620
616833,1248
616833,711
616833,2305
616834,51
616834,2274
616834,3415
616834,2828
616834,613
616834,619
616834,638
616834,700
616835,637
616835,656
616835,242
616835,255
616836,256
616836,240
616836,1175
616836,1318
616836,636
616837,26
616837,445
616837,2119
616837,319
616837,2855
616837,255
616838,256
616838,1151
616838,318
616838,447
616838,27
616839,38
616839,255
616840,256
616840,244
616841,242
616841,884
616841,217
616841,212
616841,3547
616841,2884
616842,251
616842,1759
616842,1142
616842,216
616842,226
616842,240
616843,636
616843,818
616843,508
616843,3106
616843,509
616843,396
616844,864
616844,323
616844,508
616844,3106
616844,509
616844,2816
616844,1782
616844,638
616845,546
616845,1178
616845,1248
616845,711
616846,3415
616846,2828
616846,1819
616846,617
616846,1330
616847,242
616847,884
616847,217
616847,115
616847,91
616848,94
616848,1125
616848,216
616848,226
616849,788
616849,216
616849,226
616849,240
616849,1330
616849,508
616849,3107
616849,447
616849,1249
616849,3134
616850,469
616850,3132
616850,2119
616850,3104
616850,547
616850,242
616850,884
616850,217
616850,2479
616851,1901
616851,604
616851,711
616852,3415
616852,2828
616852,603
616852,1900
616853,55
616853,2274
616853,2304
616853,3415
616853,2828
616853,3239
616853,1740
616853,1330
616853,2954
616853,508
616853,3102
616853,2861
616853,1149
616853,251
616854,2884
616854,271
616854,2863
616854,508
616854,3102
616854,509
616854,2953
616854,546
616854,1741
616854,3240
616854,711
616854,2273
616854,2305
616855,1901
616855,604
616855,711
616855,2305
616856,2274
616856,3415
616856,2828
616856,603
616856,1900
616857,1138
616857,3412
616857,211
616857,240
616857,508
616857,3104
616857,509
616857,546
616857,27
616858,26
616858,1330
616858,508
616858,3104
616858,509
616858,242
616858,212
616858,3416
616859,803
616859,553
616859,1740
616859,1330
616859,508
616859,3103
616859,480
616860,2528
616860,481
616860,3103
616860,509
616860,546
616860,1743
616860,554
616861,3561
616861,553
616861,1740
616861,1330
616861,508
616861,3105
616861,509
616861,242
616861,212
616861,129
616861,1251
616862,3008
616862,891
616862,1138
616862,211
616862,240
616862,508
616862,3105
616862,509
616862,546
616862,1743
616862,554
616863,3105
616863,509
616863,841
616863,804
616863,576
616863,567
616864,575
616864,977
616864,1330
616864,3105
616865,576
616865,567
616866,582
616866,568
616866,575
616866,1740
616867,243
616867,255
616867,261
616867,179
616867,3222
616868,3221
616868,180
616868,262
616868,256
616868,244
616869,977
616869,1312
616870,241
616870,494
616871,255
616871,261
616871,179
616871,165
616872,164
616872,2977
616872,180
616872,262
616872,256
616873,884
616873,217
616873,2479
616873,115
616874,114
616874,788
616874,216
616874,226
616875,636
616875,818
616875,508
616875,3106
616875,509
616875,1000
616875,2342
616876,864
616876,323
616876,508
616876,3106
616876,509
616876,2816
616876,1782
616876,638
616877,2028
616877,884
616877,215
616878,214
616878,228
616878,1176
616879,1901
616879,613
616879,620
616880,635
616880,1892
616880,603
616880,1900
616881,242
616881,212
616881,115
616881,1025
616882,1125
616882,114
616882,211
616883,115
616883,1139
616883,981
616883,799
616883,1025
616884,91
616884,798
616884,994
616885,665
616886,1160
616887,1160
616887,3413
616887,639
616887,620
616887,1892
616887,568
616888,567
616888,1189
616888,613
616888,619
616888,637
616888,644
616888,1329
616888,665
616889,952
616890,1313
616890,1742
616891,637
616891,666
616891,212
616891,195
616891,179
616892,180
616892,1759
616892,1142
616892,824
616892,638
616893,480
616893,347
616893,2666
616893,897
616894,480
616894,347
616894,2666
616894,897
616895,480
616895,347
616895,2666
616895,897
616895,864
616896,480
616896,347
616896,2666
616896,897
616896,18
616896,864
616897,480
616897,347
616897,2666
616897,897
616897,18
616897,2010
616898,480
616898,347
616898,2666
616898,897
616898,18
616899,480
616899,2035
616899,350
616900,480
616900,2035
616900,350
616902,480
616902,2035
616902,350
616903,343
616903,349
616903,1215
616903,481
616904,3134
616904,3132
616904,458
616904,3514
616904,317
616904,281
616906,447
616906,1249
616906,3134
616907,469
616907,3132
616907,458
616907,3514
616907,317
616907,281
616907,3490
616910,305
616910,324
616911,323
616911,304
616911,2855
616911,255
616912,323
616912,304
616912,2855
616912,255
616912,1759
616912,3416
616914,1151
616914,305
616914,324
616915,3412
616915,3547
616915,256
616915,1151
616915,305
616915,324
616918,1151
616918,305
616918,324
616919,1151
616919,305
616919,324
616920,323
616920,304
616920,2855
616921,323
616921,304
616923,1218
616923,1219
616923,472
616923,3294
616924,3295
616924,475
616924,471
616924,463
616924,458
616925,475
616925,471
616925,463
616926,469
616926,3132
616926,458
616926,3514
616926,317
616926,281
616926,1906
616927,2863
616927,316
616927,1249
616927,3134
616929,316
616929,1249
616929,3134
616935,526
616935,538
616936,539
616936,527
616938,539
616938,528
616938,527
616950,636
616950,818
616950,242
616950,255
616951,553
616951,1742
616951,3517
616951,480
616951,2527
616952,3517
616952,480
616955,666
616955,212
616955,255
616955,271
616955,281
616957,2861
616957,1149
616957,256
616957,1142
616957,824
616960,1963
616960,3182
616962,2861
616962,1149
616962,256
616962,1142
616962,824
616962,879
616963,2861
616963,1149
616969,1963
616969,3182
616970,1963
616970,3182
616971,666
616971,212
616971,255
616971,271
616971,281
616972,1215
616972,481
616973,2977
616973,2973
616973,256
616973,244
616973,3103
616973,480
616973,2035
616975,2977
616975,2973
616975,256
616975,244
616977,480
616977,2035
616980,256
616980,244
616982,256
616982,244
616983,243
616983,255
616985,1215
616985,481
616986,782
616986,315
616986,952
616986,1782
616990,509
616990,1154
616990,255
616990,15
616991,16
616991,256
616991,1151
616991,494
616991,508
616991,3102
616992,16
616992,256
616992,1151
616992,494
616992,508
616993,635
616993,1819
616993,1330
616993,508
616993,3102
616993,509
616993,1154
616993,255
616993,15
616994,16
616994,256
616994,1151
616994,494
616994,508
616994,3102
616994,509
616994,546
616994,613
616994,619
616996,509
616996,546
616996,613
616996,619
616996,637
616996,1074
616997,635
616997,637
616998,509
616998,546
616998,613
616998,619
616998,637
616999,546
616999,613
616999,619
616999,637
617000,546
617000,613
617000,619
617000,637
617001,546
617001,613
617001,619
617001,637
617003,1074
617003,673
617003,638
617005,1230
617005,3415
617005,2828
617005,1819
617005,1330
617005,3107
617005,2816
617005,1154
617005,281
617010,1230
617010,3415
617010,2828
617010,1819
617010,1330
617010,508
617011,2855
617011,205
617013,1230
617013,3415
617013,2828
617013,613
617013,637
617014,1248
617014,711
617015,509
617015,841
617015,1248
617015,711
617016,216
617016,226
617016,240
617016,305
617016,781
617017,782
617017,304
617017,242
617017,884
617017,217
617020,216
617020,226
617020,240
617020,305
617020,781
617022,782
617022,304
617022,242
617022,884
617022,217
617025,448
617025,481
617025,324
617025,2341
617026,448
617026,481
617026,324
617026,2341
617027,1219
617027,3134
617028,1219
617028,3134
617029,1219
617029,3134
617032,3134
617032,463
617032,481
617032,324
617032,2341
617034,378
617034,323
617034,480
617034,1219
617034,3134
617040,3134
617040,463
617042,2341
617043,378
617045,2341
617047,3412
617047,1306
617047,2863
617047,781
617047,2527
617048,3131
617049,1306
617049,2863
617049,781
617049,2527
617050,1306
617050,2863
617050,781
617050,2527
617052,1306
617052,2863
617052,781
617052,2527
617055,2528
617055,782
617055,2855
617055,1174
617057,2528
617057,782
617062,2274
617062,3415
617062,2828
617062,1740
617062,2815
617063,2274
617063,3415
617063,2828
617063,1740
617063,2815
617065,378
617065,2816
617065,546
617065,1741
617065,711
617065,2305
617067,1740
617067,2815
617067,324
617067,2342
617069,2274
617069,3415
617069,2828
617070,2274
617070,3415
617070,2828
617070,1894
617073,711
617073,2305
617074,509
617074,38
617074,255
617075,256
617077,2861
617077,1149
617077,251
617078,2342
617078,2861
617078,1149
617078,256
617079,255
617079,271
617079,281
617079,378
617079,1153
617080,1153
617080,2342
617080,2861
617080,1149
617080,256
