indeks nazwa x y
625 Kołobrzeska 51.121 16.9454
626 Hubska 51.0918 17.0436
627 Pułtuska 51.0739 17.0157
628 Drzewieckiego 51.1216 16.9679
629 Kiełczów_-_WODROL 51.1371 17.1772
630 Mosty_Warszawskie 51.1284 17.0546
631 Bałtycka 51.1366 17.0306
632 DWORZEC_GŁÓWNY 51.0996 17.0351
633 Sudecka 51.0857 17.0166
634 Las_Ratyński 51.1233 16.833
635 Wilczyce 51.1331 17.1429
636 Transbud 51.0837 17.0597
637 Ślęza_(ul._Pszenna_-_autostrada) 51.0429 16.9911
638 RACŁAWICKA_(pętla) 51.0776 16.9848
639 Braterska 51.0677 16.9992
640 BARDZKA 51.0829 17.0505
641 DWORZEC_GŁÓWNY 51.0997 17.0355
642 Dolnośląska_Szkoła_Wyższa 51.1136 16.9906
643 Stadion_Wrocław_(Lotnicza) 51.1381 16.9426
644 Jędrzejowska 51.1581 16.9176
645 Krępicka_-_szkoła 51.15 16.8604
646 Centrostal 51.1584 17.009
647 pl._Bema 51.1175 17.0422
648 Gałczyńskiego 51.0551 17.0322
649 Grunwaldzka 51.115 17.0677
650 Jarocińska 51.1419 16.9906
651 Karwińska 51.082 17.077
652 Psie_Pole_(Rondo_Lotników_Polskich) 51.1482 17.1174
653 Zakrzowska 51.1517 17.1156
654 DH_Astra 51.128 16.9762
655 Wołowska 51.1474 17.0303
656 most_Osobowicki 51.1332 17.0264
657 Renoma 51.1043 17.03
658 Zagłębiowska 51.074 17.088
659 PETRUSEWICZA 51.0923 17.0307
660 Obornicka_(Obwodnica) 51.1575 17.0094
661 Góra_Kapliczna 51.1513 16.9929
662 Gęsia 51.1319 17.0878
663 FAT 51.0941 16.9784
664 Łukaszowice 51.0161 17.0928
665 Białych_Goździków 51.1569 17.0993
666 STARODWORSKA_(ZUW) 51.0713 17.1174
667 KIEŁCZOWSKA_(LZN) 51.1466 17.1247
668 Trawowa 51.0973 16.9494
669 Borowska 51.0893 17.0339
670 Gazowa 51.0783 17.0689
671 HALLERA 51.0871 17.0125
672 KRZYKI 51.0747 17.0071
673 Krępicka_-_szkoła 51.1502 16.86
674 PSIE_POLE_(Stacja_kolejowa) 51.1496 17.1196
675 PETRUSEWICZA 51.0921 17.0318
676 Las_Osobowicki 51.1478 16.9842
677 Graniczna_(Strachowicka) 51.1108 16.8986
678 Wolska 51.1469 16.8694
679 Nowy_Dwór_(Rogowska) 51.1186 16.9549
680 Śrubowa 51.1124 17.001
681 RUBCZAKA_(Stacja_kolejowa) 51.1433 16.8664
682 Łozina_-_Milicka 51.2331 17.1774
683 ROD_Mieczyk 51.0639 17.0725
684 Samotwór_-_Dębowa 51.1067 16.8366
685 Pola 51.1367 17.0447
686 Kotowice_-_Główna 51.0249 17.2317
687 Kasprowicza 51.1379 17.0537
688 Sanocka 51.0933 17.0301
689 DWORZEC_AUTOBUSOWY 51.0966 17.033
690 Groblice_II-Kotowicka 51.0137 17.1752
691 Armii_Krajowej_(Bogedaina) 51.0853 17.0653
692 Chociebuska 51.1147 16.9581
693 Mydlice_I 51.1607 17.2783
694 Bierutowska_75 51.156 17.1407
695 Wilkszyn_-_Miłoszyn 51.1827 16.8725
696 Trawowa 51.0971 16.9505
697 Krakowiany 51.2642 17.1907
698 Wilkszyńska 51.1736 16.8862
699 Sulimów 51.001 17.1261
700 Metalowców 51.1323 16.9566
701 C.H._Korona 51.1408 17.0871
702 PRACZE_ODRZAŃSKIE_(Stacja_kolejowa) 51.1714 16.9025
703 GRABISZYŃSKA_(Cmentarz) 51.0906 16.977
704 MUCHOBÓR_MAŁY_(Stacja_kolejowa) 51.1126 16.9706
705 Na_Niskich_Łąkach 51.0967 17.0566
706 Wilczyce_-_Szkoła 51.1301 17.1506
707 Centrum_Zarządzania_Kryzysowego 51.1146 16.9719
708 Monte_Cassino 51.1057 17.105
709 GRABISZYŃSKA_(Cmentarz) 51.0896 16.9767
710 TARNOGAJ 51.0785 17.064
711 Zwycięska 51.0589 17.0069
712 KROMERA 51.1322 17.0651
713 Północna 51.157 16.9345
714 Hutmen 51.0961 16.986
715 Śrubowa 51.1123 17.0011
716 Morwowa 51.0769 17.0506
717 GALERIA_DOMINIKAŃSKA 51.1089 17.0399
718 PL._GRUNWALDZKI 51.1116 17.06
719 Długołęka_-_Kościół 51.1731 17.1925
720 Biskupice_Podgórne_LG_Innotek 51.0182 16.8888
721 Radwanice_-_Skrajna 51.0612 17.1012
722 Opera 51.1056 17.0319
723 Księska 51.0768 17.0892
724 Skierniewicka 51.0782 17.0149
725 Kamień_II 51.167 17.2192
726 Łosice 51.2166 17.2039
727 Opatowicka_nr_85 51.0952 17.1224
728 ROD_Oświata 51.102 16.9728
729 Domaszczyn_-_skrzyżowanie 51.1888 17.1504
730 PL._GRUNWALDZKI 51.1122 17.0634
731 Hermanowska 51.1223 16.9559
732 KUŹNIKI_(Stacja_kolejowa) 51.1262 16.9549
733 Hartmana 51.1604 16.8775
734 KRAKOWSKA_(Centrum_handlowe) 51.09 17.0649
735 Widawa 51.1753 17.0228
736 Krucza_(Mielecka) 51.0933 17.0025
737 ZAKRZÓW 51.1625 17.1251
738 pl._Strzegomski_(Muzeum_Współczesne) 51.1132 17.0079
739 Bukowskiego 51.0766 16.9782
740 KOWALE 51.129 17.1018
741 Pasikurowice-cmentarz 51.2056 17.1009
742 Siedlec-skrzyżowanie 51.234 17.1215
743 Park_Wschodni 51.0849 17.0723
744 Łozina_-_Wrocławska 51.2303 17.1728
745 PSIE_POLE_(Stacja_kolejowa) 51.1495 17.1189
746 Strachowice_General_Aviation 51.1051 16.8988
747 DWORCOWA 51.1012 17.04
748 Wiejska 51.077 16.9642
749 Oławska 51.1086 17.034
750 Narodowe_Forum_Muzyki 51.1081 17.0268
751 Wallenroda 51.1562 17.1205
752 Brochowska 51.0677 17.0944
753 Wiśniowa 51.0832 17.024
754 Ogród_Botaniczny 51.1166 17.0521
755 DOMASZCZYN 51.1881 17.1648
756 Park_Staromiejski 51.105 17.0371
757 NOWY_DWÓR_(pętla) 51.1195 16.9518
758 PIECOWICE 51.1445 17.2172
759 Kiełczów_-_Boczna 51.1374 17.1886
760 Sudecka 51.0848 17.0189
761 Turoszowska 51.1528 16.9473
762 JANÓWEK_(WOŚ) 51.1917 16.9061
763 Olsztyńska 51.1394 17.0951
764 Sąsiedzka 51.0667 16.9947
765 Piwnika_-_Ponurego 51.1495 17.1111
766 Kosmonautów_(Nowe_Żerniki) 51.139 16.9272
767 Krakowska 51.0928 17.0611
768 Park_Tysiąclecia 51.1092 16.9416
769 Kotowice_-_Ogrodowa 51.0218 17.2314
770 Komuny_Paryskiej 51.1015 17.0474
771 Brücknera 51.1385 17.0818
772 Żerniki_Wr._-_Kolejowa 51.0302 17.0623
773 Jaworowa 51.0815 17.0226
774 PSIE_POLE_(Stacja_kolejowa) 51.1506 17.1206
775 Park_Wschodni 51.0852 17.072
776 Urząd_Wojewódzki 51.1098 17.048
777 Husarska 51.0602 17.0012
778 Brochowska 51.0691 17.0929
779 Gajowa 51.0917 17.0401
780 Kowalska_56 51.1365 17.0974
781 Obornicka_(Obwodnica) 51.1579 17.01
782 ZACHODNIA_(Stacja_kolejowa) 51.1161 17.0004
783 KUŹNIKI 51.1239 16.9509
784 Twardogórska 51.1527 17.0435
785 Marszowicka 51.163 16.8784
786 Kajdasza 51.0539 17.0579
787 Pereca 51.1011 17.0074
788 Sanocka 51.0934 17.0304
789 Krasińskiego 51.1059 17.0433
790 Dmowskiego 51.117 17.0236
791 Daszyńskiego 51.1267 17.0484
792 Bojanowska 51.1651 16.8814
793 Wilczyce_-_Wilczycka 51.1293 17.1549
794 OSOBOWICKA_(Cmentarz) 51.1352 17.0056
795 Starodębowa 51.1674 17.1059
796 Partyzantów 51.1063 17.0921
797 Średzka 51.1454 16.8666
798 Skarbowców 51.067 16.9913
799 Piastowska 51.1162 17.0609
800 Żmigrodzka_(Obwodnica) 51.155 17.0292
801 Twardogórska 51.1529 17.0437
802 Grabiszyńska 51.1024 17.0136
803 Budziwojowice 51.2231 17.188
804 Wyszyńskiego 51.1223 17.052
805 Januszkowice 51.2212 17.2389
806 DWORZEC_NADODRZE 51.1244 17.034
807 mosty_Mieszczańskie 51.1175 17.0255
808 ŁOZINA 51.2324 17.1755
809 KRAKOWSKA_(Centrum_handlowe) 51.0896 17.0657
810 OSOBOWICE 51.1377 16.9936
811 Kiełczów_-_Sielska_Dolina 51.1241 17.1754
812 GAJ 51.0772 17.04
813 pl._Bema 51.1174 17.0409
814 Karwińska 51.0813 17.0767
815 Łozina_-_Wrocławska 51.2303 17.1728
816 Grabiszyńska 51.1021 17.0124
817 Reja 51.1128 17.0554
818 Sanocka 51.0933 17.0302
819 Bukowskiego 51.0767 16.9778
820 Broniewskiego 51.1354 17.0365
821 Siechnice_-_CPN_n_ż 51.04 17.1278
822 Pisarzowice_-_Odrzańska 51.2052 16.8526
823 Grochowa 51.0972 17.004
824 Biskupice_Podgórne_Dong_Seo/Dong_Yang 51.0208 16.8963
825 Grabowa 51.1398 16.9223
826 Kolista 51.1332 16.974
827 Radio_i_Telewizja 51.0719 17.006
828 JANÓWEK_(WOŚ) 51.1917 16.9063
829 GALERIA_DOMINIKAŃSKA 51.1061 17.038
830 Brzezia_Łąka_-_cmentarz 51.1226 17.2389
831 Borowa_-_skrzyżowanie 51.1956 17.2802
832 Katedra 51.1134 17.0502
833 Urząd_Wojewódzki 51.1085 17.0502
834 Wilczyce 51.133 17.1429
835 JERZMANOWO_(Cmentarz_I) 51.1241 16.885
836 Żmudzka 51.1447 17.141
837 Żernicka_(Stacja_kolejowa) 51.127 16.9139
838 Bielany_-_Kwiatowa 51.0334 16.9665
839 Strachowicka 51.1237 16.9169
840 Prusa 51.1195 17.0574
841 pl._Strzegomski_(Muzeum_Współczesne) 51.1131 17.007
842 Kolista 51.133 16.9729
843 Kościuszki 51.1002 17.0454
844 Krucza 51.0936 17.0099
845 Mokrzańska 51.1473 16.8542
846 DWORZEC_NADODRZE 51.1243 17.034
847 Wiśniowa 51.0844 17.0253
848 Szczodre_-_Szkoła 51.1983 17.1897
849 Różanka 51.1394 17.0211
850 Wielka 51.0937 17.0208
851 Długa 51.1189 17.0149
852 PL._JANA_PAWŁA_II 51.1121 17.0222
853 Gospodarska 51.1181 17.1241
854 Kwiatkowskiego 51.0587 16.9558
855 Iwiny_(Rondo) 51.0434 17.0603
856 Ziemniaczana 51.0532 17.0932
857 PL._JANA_PAWŁA_II 51.1112 17.0214
858 Grabiszyńska 51.1025 17.0145
859 BIERUTOWSKA_(Ośrodek_zdrowia) 51.1514 17.1293
860 Glinianki 51.1379 16.9364
861 OSIEDLE_SOBIESKIEGO_(pętla) 51.159 17.1324
862 pl._Zgody 51.0999 17.0544
863 Prusa 51.1199 17.0562
864 Św._Katarzyna_-_Główna 51.0275 17.1168
865 Na_Szańcach 51.1188 17.042
866 Ostrowskiego 51.0953 16.9729
867 Pawłowicka 51.1684 17.1127
868 Chińska 51.0604 17.0832
869 pl._Bema 51.1167 17.0417
870 Grudziądzka 51.138 17.0751
871 KLECINA 51.0654 16.9874
872 Kościuszki 51.0994 17.0451
873 Jedności_Narodowej 51.1217 17.0437
874 Topolowa 51.0696 17.0801
875 RACŁAWICKA_(pętla) 51.0777 16.9835
876 PETRUSEWICZA 51.0919 17.0306
877 PL._STASZICA 51.1229 17.0305
878 PSARY 51.1844 17.0284
879 Wojszyce 51.0654 17.0322
880 Kozia 51.1575 16.9267
881 BARDZKA_(Cmentarz) 51.0723 17.0529
882 Przedwiośnie_(Stacja_kolejowa) 51.1602 17.121
883 Siechnice_-_Zacisze 51.0305 17.1504
884 Libelta 51.1095 17.1084
885 Mosty_Warszawskie 51.1286 17.0561
886 Domaszczyn_-_skrzyżowanie 51.1888 17.1505
887 GAJ_-_pętla 51.0768 17.051
888 Sztabowa 51.0882 17.0142
889 SAMOTWÓR-PAŁAC 51.103 16.8313
890 Radwanice_-_Mickiewicza 51.0569 17.1058
891 Gądowianka 51.1202 16.973
892 BISKUPIN 51.1013 17.1091
893 Polkowicka 51.1553 16.8731
894 Grawerska 51.1752 17.0218
895 Przystankowa 51.0715 17.0326
896 Kościelna 51.0637 16.9814
897 Byków 51.192 17.2401
898 Wyszyńskiego 51.1227 17.0526
899 Łozina_-_Milicka 51.2334 17.1776
900 Siechnice 51.0305 17.1409
901 Kiełczów_(pętla)/Wrocławska 51.139 17.1813
902 Lubelska 51.1635 16.9193
903 Śrubowa 51.112 17.0003
904 Wielkopolska 51.1411 16.8869
905 Jarzębinowa 51.0813 17.0166
906 Św._Katarzyna_-_szpital 51.0195 17.1181
907 Brzezińska 51.1494 16.8666
908 JERZMANOWO_(Cmentarz_I) 51.1241 16.886
909 Bulwar_Dedala 51.1268 16.963
910 Mydlice_II 51.1626 17.279
911 Radomierzyce 51.0433 17.0462
912 PORT_LOTNICZY 51.1097 16.8814
913 Domaszczyn-Trzebnicka 51.1889 17.151
914 Śniadeckich 51.1198 17.0775
915 DWORZEC_GŁÓWNY 51.1007 17.0361
916 Wysoka_Osiedle 51.0533 17.0037
917 PL._GRUNWALDZKI 51.1117 17.0604
918 Zajezdnia_BOREK 51.0782 17.0068
919 Mickiewicza 51.1093 17.0747
920 Wysoka-Chabrowa 51.0481 17.0035
921 Krępice 51.1534 16.8156
922 Dmowskiego 51.1166 17.0237
923 Przybyły 51.1089 16.9188
924 Radwanice_-_Dębowa 51.0443 17.1227
925 Spółdzielcza 51.1028 17.1027
926 Pisarzowice_-_Szkolna 51.2097 16.8512
927 Malinowa 51.067 17.0106
928 Pasikurowice_-_n/ż 51.2159 17.1175
929 DWORZEC_NADODRZE 51.1249 17.0349
930 Kiełczówek 51.1194 17.179
931 Złotostocka 51.0771 17.0603
932 Katedra 51.1136 17.0521
933 ZOO 51.1056 17.0774
934 Skarbowców 51.0663 16.9893
935 Rysia 51.1285 16.9899
936 Weigla_(Szpital) 51.0765 17.0177
937 DH_Astra 51.1284 16.9757
938 Brzezinka_Średzka_-_Główna 51.2159 16.8369
939 Orla 51.08 17.0078
940 JERZMANOWO_(pętla) 51.1206 16.8663
941 Kominiarska-plac_sportowy 51.1753 17.0116
942 Kątowa 51.1565 17.0442
943 Jedności_Narodowej 51.1217 17.0437
944 KROMERA 51.1318 17.0651
945 Grabiszyńska 51.1016 17.0132
946 Maślicka 51.1491 16.9453
947 Kochanowskiego 51.1151 17.0735
948 Metalowców 51.1325 16.9583
949 Na_Grobli 51.1017 17.0677
950 TARNOGAJ 51.0786 17.0639
951 Jastrzębia 51.0846 17.0112
952 MULICKA 51.1451 17.1168
953 Borowska 51.0893 17.0341
954 Bierzyce_-_wieś 51.2384 17.1846
955 Jabłeczna 51.0784 17.0342
956 WAŁBRZYSKA 51.064 16.9795
957 Marchewkowa 51.0664 16.9741
958 Rondo_Obrońców_Grodna 51.1648 17.0281
959 Na_Szańcach 51.1189 17.042
960 PETRUSEWICZA 51.0918 17.0321
961 Brodzka 51.1576 16.9216
962 Kopernika 51.112 17.0848
963 LEŚNICA 51.1448 16.8718
964 GALERIA_DOMINIKAŃSKA 51.1077 17.0397
965 Chopina 51.1169 17.082
966 BARDZKA 51.084 17.0493
967 Pomorska 51.1173 17.032
968 KRZYKI 51.0749 17.0072
969 Groblice_-_Kolejowa 51.0124 17.1716
970 Nyska 51.083 17.0547
971 Młodych_Techników 51.1128 17.012
972 Żerniki_Wr._-_Kolejowa 51.0302 17.062
973 Poleska 51.146 17.1283
974 Bukowina 51.2108 17.1401
975 Rynek 51.1111 17.0272
976 Kochanowskiego 51.1151 17.0733
977 Wallenroda 51.155 17.1191
978 Pułaskiego 51.0982 17.043
979 Ratyń_-_skrzyżowanie 51.1296 16.8478
980 Nowy_Dom 51.0934 17.1071
981 Wawrzyniaka 51.0766 16.9969
982 Morwowa 51.0757 17.0524
983 PL._JANA_PAWŁA_II 51.1121 17.0205
984 Przyjaźni 51.0697 17.004
985 Bielany_-_Boczna 51.0374 16.9682
986 Broniewskiego 51.1363 17.0367
987 Niedźwiedzia 51.1217 16.9933
988 Górnickiego 51.1163 17.0559
989 Rymarska 51.0793 16.9916
990 ZAWALNA 51.1343 17.0371
991 Krynicka 51.0797 17.0505
992 Popowice 51.126 16.9967
993 KOZANÓW 51.1376 16.9689
994 Stadion_Olimpijski 51.1169 17.0899
995 Bielany_-_Boczna 51.0378 16.9685
996 Arkady_(Capitol) 51.1012 17.0298
997 DWORZEC_NADODRZE 51.1247 17.0349
998 Brzezińska 51.1497 16.8667
999 Stadion_Wrocław_(Lotnicza) 51.1371 16.9411
1000 Pasikurowice_-_n/ż 51.2159 17.1173
1001 Kliniki 51.1093 17.0661
1002 Wilczyce_-_Dębowa 51.1305 17.1633
1003 WAŁBRZYSKA 51.0632 16.9768
1004 Kiełczówek_-_pętla 51.119 17.1863
1005 Zagrodnicza 51.1072 17.1422
1006 Kowale_(Stacja_kolejowa) 51.1339 17.1022
1007 Wiejska 51.0776 16.9639
1008 Na_Szańcach 51.1194 17.0419
1009 PL._STASZICA 51.1225 17.0305
1010 Śniadeckich 51.1201 17.078
1011 PSARY 51.1873 17.0309
1012 Bierdzany 51.092 17.0914
1013 Kępińska 51.1444 17.0314
1014 Rdestowa 51.1109 16.8908
1015 GALERIA_DOMINIKAŃSKA 51.1084 17.0386
1016 pl._Zgody 51.0999 17.0543
1017 Ciechocińska 51.1526 16.8835
1018 Kościuszki 51.1 17.0444
1019 Brzezia_Łąka_-_Główna 51.1232 17.262
1020 Os._Przyjaźni 51.0692 16.9967
1021 Niedźwiedzia 51.1215 16.9934
1022 Jaworowa 51.0817 17.0232
1023 Północna 51.1576 16.9335
1024 STARODWORSKA_(ZUW) 51.0714 17.1168
1025 DWORCOWA 51.1006 17.0393
1026 KOZANÓW 51.1375 16.9683
1027 Paulińska 51.1203 17.0353
1028 Wzgórze_Partyzantów 51.1037 17.0373
1029 Gęsia 51.132 17.0878
1030 Na_Niskich_Łąkach 51.0971 17.0561
1031 Świstackiego 51.099 17.0501
1032 Świdnicka 51.1072 17.0327
1033 Zagrodnicza 51.1067 17.1432
1034 Kmieca 51.1046 17.1467
1035 Trzebnicka 51.1287 17.0365
1036 most_Milenijny 51.136 16.9983
1037 Radwanice_-_Poprzeczna 51.0529 17.1101
1038 Orla 51.0801 17.008
1039 Łozina_-_Nowego_Osiedla_II 51.2332 17.1635
1040 Krakowska 51.0931 17.0606
1041 Adamieckiego 51.0733 16.9637
1042 Zakrzowska 51.152 17.1166
1043 Opera 51.1055 17.0321
1044 Tokary 51.2331 17.1403
1045 Główna 51.1632 16.8967
1046 Kiełczowska 51.1455 17.1371
1047 Janówek 51.1981 16.9059
1048 Park_Zachodni 51.1288 16.9729
1049 CENTRUM_HURTU_UL._GIEŁDOWA 51.0682 16.9693
1050 KŁOKOCZYCE_(pętla) 51.157 17.0963
1051 Sąsiedzka 51.0667 16.9945
1052 Piłsudskiego 51.102 17.0253
1053 Nowowiejska 51.1244 17.045
1054 Borowska 51.0879 17.0361
1055 Sztabowa 51.0889 17.0146
1056 FAT 51.0948 16.9808
1057 Lutynia_Osiedle 51.1372 16.7958
1058 Graniczna 51.1087 16.9092
1059 Modra 51.1363 16.9668
1060 Kiełczów_-_Mleczna 51.1402 17.1781
1061 Świeradowska 51.0772 17.0463
1062 Hala_Stulecia 51.1069 17.0737
1063 Na_Ostatnim_Groszu 51.1226 16.9748
1064 pl._Orląt_Lwowskich 51.1065 17.0217
1065 Pawłowicka 51.1696 17.1132
1066 Uniwersytet_Ekonomiczny 51.0894 17.0292
1067 Iwiny_(Rondo) 51.0428 17.0605
1068 WOJNÓW_(pętla) 51.0947 17.1664
1069 Poleska 51.1462 17.1305
1070 Nowowiejska 51.1239 17.0442
1071 GRABISZYNEK 51.0907 16.9889
1072 Brzezia_Łąka_-_cmentarz 51.1227 17.2392
1073 Przedwiośnie_(Stacja_kolejowa) 51.1597 17.1215
1074 LEŚNICA_-_Hermes 51.1459 16.8663
1075 Gałów_-_Przedszkole 51.1101 16.8156
1076 Zarembowicza 51.1079 16.8994
1077 Radwanice_-_Mickiewicza 51.0569 17.106
1078 Brochowska 51.069 17.0948
1079 pl._Zgody 51.1006 17.0532
1080 ROD_Zgoda 51.0663 17.0593
1081 Bierutowska 51.1541 17.1368
1082 Racławicka 51.0814 17.0002
1083 MIŃSKA_(Rondo_Rotm._Pileckiego) 51.1075 16.9496
1084 Klimasa 51.0802 17.0627
1085 Trestno 51.0758 17.1456
1086 Daszyńskiego 51.1263 17.0477
1087 Zimowa 51.0706 16.9988
1088 pl._Legionów 51.1048 17.0226
1089 Borowska 51.0881 17.0365
1090 DWORZEC_NADODRZE 51.1247 17.0338
1091 OPATOWICE 51.0949 17.1286
1092 PIECOWICE 51.1444 17.2169
1093 pl._Orląt_Lwowskich 51.1071 17.0194
1094 Piastowska 51.1162 17.061
1095 Raków_-_skrzyżowanie 51.1679 17.2757
1096 Kwidzyńska 51.1316 17.0795
1097 GAJ_-_pętla 51.0771 17.0496
1098 Adamieckiego 51.0743 16.963
1099 Żmudzka 51.1454 17.1427
1100 Widawa 51.1753 17.0218
1101 Kościuszki 51.1002 17.0453
1102 SĘPOLNO 51.1139 17.1037
1103 Małopolska_(Ośrodek_dla_niewidomych) 51.1377 16.8987
1104 Lutynia_Osiedle 51.1374 16.7958
1105 Młodych_Techników 51.1129 17.0119
1106 Paulińska 51.121 17.0351
1107 Wilczyce_-_Sosnowa 51.1316 17.1682
1108 Reja 51.1124 17.0569
1109 Psie_Pole 51.1456 17.111
1110 Kotowice_II-Spacerowa/Leśna 51.0254 17.2227
1111 Siechnice_-_Szkolna 51.0336 17.1472
1112 Piastowska 51.1158 17.0615
1113 Karłowicza 51.1169 17.0861
1114 KOZANÓW_(Dokerska) 51.1411 16.964
1115 Jabłeczna 51.0778 17.0338
1116 Maślicka_-_Osiedle 51.1475 16.9477
1117 Magellana 51.1135 17.1223
1118 Świeradowska 51.0768 17.048
1119 Mydlice_II 51.1622 17.279
1120 Szybowcowa 51.1294 16.9652
1121 Jeleniogórska 51.1452 16.8784
1122 Dobroszycka 51.1515 17.1283
1123 PL._GRUNWALDZKI 51.1125 17.0608
1124 Ogród_Botaniczny 51.1172 17.0515
1125 Metalowców 51.1331 16.9592
1126 Gajowicka 51.088 17.0067
1127 pl._Bema 51.117 17.0434
1128 Siechnice_-_Wiadukt 51.0358 17.1364
1129 Bierzyce 51.236 17.1841
1130 Żmudzka 51.1453 17.1427
1131 Prusa 51.1198 17.0564
1132 Orla 51.0802 17.0085
1133 Borowa_-_szkoła 51.1892 17.2792
1134 Miodowa 51.1351 16.8487
1135 DWORZEC_AUTOBUSOWY 51.0973 17.0366
1136 Drukarska 51.0901 17.0202
1137 PL._GRUNWALDZKI 51.112 17.0625
1138 Jutrosińska 51.147 17.042
1139 Pl._SOLIDARNOŚCI 51.1134 17.018
1140 Konduktorska 51.0662 17.0549
1141 Pietrzykowice 51.123 17.2324
1142 Śnieżna 51.1495 16.8789
1143 Kosmonautów_(Szpital) 51.1421 16.905
1144 Park_Stabłowicki 51.1597 16.8937
1145 Klimasa 51.0799 17.0624
1146 Siechnice_-_Zacisze 51.0305 17.1502
1147 Prusa 51.1195 17.0573
1148 Zaprężyn 51.252 17.1929
1149 Bierzyce_-_wieś 51.2384 17.1849
1150 Krynicka 51.0797 17.0507
1151 Główna 51.1634 16.8958
1152 Lipska 51.1451 16.9873
1153 Siechnice_-_Staszica 51.0213 17.1595
1154 PETRUSEWICZA 51.0919 17.033
1155 Szkoła_Żerniki 51.1212 16.9269
1156 Wysoka-Radosna 51.0488 17.0002
1157 Tokary_-_osiedle 51.2309 17.1351
1158 Krępicka 51.1512 16.8564
1159 Świdnicka 51.107 17.0329
1160 Ogród_Botaniczny 51.1175 17.0511
1161 Piwnika_-_Ponurego 51.1502 17.1098
1162 Borowa_-_Stacja_PKP 51.1851 17.28
1163 TRZMIELOWICKA_(Stacja_kolejowa) 51.1434 16.8638
1164 KIEŁCZÓW_(pętla) 51.1395 17.1791
1165 Ołtaszyn 51.0568 17.0238
1166 DWORZEC_NADODRZE 51.1248 17.0348
1167 Malinowa 51.0667 17.0106
1168 Rondo 51.0911 17.0175
1169 Wysoka-Chabrowa 51.0479 17.004
1170 Krynicka 51.0794 17.0503
1171 Długołęka_-_Volvo 51.175 17.1799
1172 PL._STASZICA 51.1228 17.0308
1173 PILCZYCKA_(Anima) 51.1351 16.9691
1174 Królewiecka 51.1461 16.9449
1175 PRACZE_ODRZAŃSKIE 51.1747 16.9064
1176 Kosmonautów_(Nowe_Żerniki) 51.1393 16.927
1177 Monopolowa 51.1154 17.1116
1178 Gorlicka 51.1438 17.1194
1179 ŚWINIARY_(pętla) 51.1966 16.9752
1180 Psary_-_Parkowa 51.1845 17.0412
1181 Braterska 51.0676 16.9994
1182 GALERIA_DOMINIKAŃSKA 51.108 17.0374
1183 Tramwajowa 51.1043 17.0842
1184 Świstackiego 51.0996 17.0509
1185 Wojnów 51.0971 17.164
1186 Armii_Krajowej_(Bogedaina) 51.0855 17.0662
1187 PL._JANA_PAWŁA_II 51.1122 17.0228
1188 Groblice_-_Kolejowa 51.0125 17.1719
1189 Byków 51.1907 17.2347
1190 Słowiańska 51.1236 17.0412
1191 Dobroszów 51.2164 17.2287
1192 ZAKRZÓW 51.1628 17.1252
1193 Ozorzyce-Krasińskiego 50.999 17.0834
1194 Opatowicka_nr_127 51.0922 17.1329
1195 POLANOWICE 51.1628 17.0458
1196 Sąsiedzka 51.0669 16.9949
1197 Zakrzowska 51.1507 17.1158
1198 Bociania 51.1297 17.0982
1199 MULICKA 51.1453 17.1167
1200 Rubczaka 51.1441 16.8661
1201 SOŁTYSOWICE 51.1552 17.0644
1202 LEŚNICA 51.1447 16.8723
1203 Morwowa 51.0773 17.0517
1204 Hotel_Wrocław 51.0978 17.0257
1205 Jedności_Narodowej 51.1215 17.0435
1206 HALLERA 51.0867 17.0115
1207 Kamieńskiego 51.1396 17.0327
1208 Na_Niskich_Łąkach 51.0977 17.0559
1209 KROMERA 51.1324 17.063
1210 DWORZEC_NADODRZE 51.1243 17.035
1211 Złotostocka 51.0773 17.0618
1212 Serbska_(C.K._Agora) 51.1337 17.0199
1213 Kątowa 51.1562 17.0444
1214 Park_Staromiejski 51.1051 17.0369
1215 JERZMANOWSKA_(pętla) 51.1275 16.9006
1216 Domaszczyn-Dębowa 51.1961 17.1518
1217 Wielkopolska 51.1406 16.8876
1218 Poprzeczna 51.1466 17.0742
1219 Smocza 51.1035 17.1541
1220 Godebskiego_(AWF_Wrocław) 51.1138 17.097
1221 Radwanice_-_Dębowa 51.0443 17.1229
1222 Joannitów 51.0941 17.0338
1223 GAJ_-_pętla 51.0768 17.0505
1224 PILCZYCE 51.1359 16.9505
1225 Kleczkowska 51.1274 17.0278
1226 Siechnice_-_Wiadukt 51.0358 17.1363
1227 Joannitów 51.0934 17.0362
1228 Kowieńska 51.143 17.1357
1229 Złotnicka 51.1438 16.89
1230 Kliniki 51.1095 17.0653
1231 GAJ 51.0772 17.0398
1232 Ostowa 51.1622 17.0034
1233 Pasikurowice-Malinowa 51.2097 17.1039
1234 Partynice 51.0616 16.9976
1235 POCZTA_POLSKA 51.0871 16.949
1236 Uniwersytet 51.1138 17.0323
1237 Monte_Cassino 51.1066 17.1045
1238 Czajkowskiego 51.1392 17.0651
1239 Arabska 51.0515 17.0927
1240 Wyścigowa 51.0706 17.0114
1241 Hala_Targowa 51.1126 17.0395
1242 Wysoka 51.0461 17.013
1243 Zemska 51.1154 16.9474
1244 Pruszowice_-_las 51.1834 17.1449
1245 GRABISZYŃSKA_(Cmentarz_II) 51.0878 16.9753
1246 DWORCOWA 51.1001 17.0391
