indeks nazwa x y
1855 Polanowicka 51.1696 17.0242
1856 Łosice 51.2167 17.2049
1857 Zajazdowa 51.1478 16.8656
1858 Kwiatkowskiego_(Rondo) 51.0725 16.9536
1859 KRAKOWSKA_(Centrum_handlowe) 51.0891 17.066
1860 Wawrzyniaka 51.0781 16.9982
1861 Dolnobrzeska 51.155 16.8594
1862 Pruszowice_-_las 51.1833 17.1449
1863 GRABISZYŃSKA_(Cmentarz_II) 51.0877 16.9752
1864 Ślęza_(ul._Dębowa) 51.0385 16.9861
1865 Kołobrzeska 51.122 16.9475
1866 Wielka 51.093 17.0194
1867 Brzezina_-_Kościół 51.2023 16.8328
1868 Na_Niskich_Łąkach 51.0963 17.0567
1869 Śliwice 51.1289 17.214
1870 Dubois 51.1171 17.034
1871 Arkady_(Capitol) 51.1017 17.0293
1872 Długołęka_-_Volvo 51.1748 17.1778
1873 Krakowska 51.0933 17.0599
1874 Samotwór_-_Dębowa 51.1065 16.8359
1875 Morelowskiego 51.0702 16.9683
1876 Wielka 51.0942 17.0215
1877 Szczodre_-_stawy 51.2045 17.2054
1878 Przyjaźni 51.0685 17.0033
1879 Brücknera 51.1392 17.0808
1880 Bierdzany 51.0921 17.0913
1881 Pola 51.1367 17.0432
1882 Płońskiego 51.1446 16.8673
1883 BISKUPIN 51.101 17.1088
1884 Park_Szczytnicki 51.1114 17.0822
1885 Poczta_Główna 51.1079 17.0456
1886 Radwanice_-_Poprzeczna 51.0529 17.1102
1887 ROD_Pod_Dębem 51.1537 17.1044
1888 Bystrzycka 51.1241 16.9581
1889 Metalowców 51.1338 16.9567
1890 Trzebnicka 51.1281 17.0367
1891 Graniczna_(Strachowicka) 51.111 16.8982
1892 Głubczycka 51.0802 17.08
1893 Brodzka 51.1582 16.9224
1894 BIEŃKOWICE 51.0477 17.091
1895 Drzewieckiego 51.1218 16.9677
1896 pl._Bema 51.1169 17.042
1897 pl._Legionów 51.1042 17.0225
1898 OSOBOWICE 51.1374 16.9941
1899 DWORZEC_GŁÓWNY 51.1007 17.0361
1900 Kliniki 51.1093 17.0663
1901 Żernicka 51.1258 16.9117
1902 Opolska 51.0649 17.0973
1903 Zalewowa 51.0905 17.1351
1904 Arkady_(Capitol) 51.1014 17.0287
1905 LEŚNICA 51.1452 16.872
1906 Zajezdnia_GAJ 51.0893 17.0297
1907 Kowale_(Stacja_kolejowa) 51.1342 17.1017
1908 Strachowskiego 51.0586 17.0138
1909 Wołowska 51.1484 17.0302
1910 Żernicka 51.1256 16.9124
1911 Raków_-_skrzyżowanie 51.169 17.2772
1912 MIŃSKA_(Rondo_Rotm._Pileckiego) 51.1061 16.9502
1913 Brzezia_Łąka_-_Lipowa 51.1231 17.2432
1914 Bielawa 51.1602 17.2522
1915 Zębice_-_Prusa 51.0091 17.1658
1916 Kamień_II 51.1668 17.2196
1917 Raków_-_zakład 51.1643 17.2718
1918 Gałczyńskiego 51.0543 17.0322
1919 Rondo 51.0916 17.0178
1920 Pomorska 51.1181 17.0306
1921 Zakrzowska 51.1506 17.1155
1922 LIPA_PIOTROWSKA 51.1727 16.9951
1923 ŚWIDNICKA_(Dom_Europy) 51.1068 17.0334
1924 Szymanów_-_skrzyż. 51.1884 17.0305
1925 Kętrzyńska 51.1309 17.0745
1926 OPORÓW 51.0841 16.9719
1927 Dmowskiego 51.1162 17.0247
1928 Gajowicka 51.0882 17.0057
1929 PL._STASZICA 51.1226 17.0309
1930 ZAKRZÓW 51.1619 17.1244
1931 Pułtuska 51.0743 17.0159
1932 most_Grunwaldzki 51.1101 17.0555
1933 Siechnice_-_Ogrodnictwo 51.0248 17.1526
1934 Rondo_Obrońców_Grodna 51.1665 17.0274
1935 Radwanice_-_Szkoła 51.0486 17.1156
1936 Kamieńskiego 51.1393 17.0331
1937 Chwałkowska 51.1598 16.9101
1938 Kępińska 51.1442 17.0312
1939 Jędrzejowska 51.1584 16.9169
1940 Moniuszki 51.1194 17.0816
1941 Złotnicka 51.1436 16.8893
1942 Smardzów_-_Reja 51.0273 17.0834
1943 FAT 51.0941 16.9803
1944 Poświęcka 51.1565 17.0341
1945 C.H._Korona 51.1421 17.0927
1946 Wiaduktowa 51.0752 17.0764
1947 Maślicka 51.1488 16.9455
1948 Iwiny_-_Brochowska 51.0406 17.0736
1949 Szczodre_-_Trzebnicka 51.1906 17.1839
1950 Kiełczów_Sosnowa 51.1438 17.1573
1951 Mosty_Warszawskie 51.128 17.0549
1952 Transbud 51.0837 17.0602
1953 Ojca_Beyzyma 51.0904 16.9933
1954 Bierzyce 51.2358 17.1838
1955 Zagłębiowska 51.0728 17.0891
1956 Wejherowska 51.1298 16.9851
1957 Godebskiego_(AWF_Wrocław) 51.1138 17.0985
1958 Żelazna 51.0961 17.0125
1959 PIECOWICE 51.1444 17.2177
1960 Hala_Targowa 51.1128 17.0396
1961 Rynek 51.112 17.0271
1962 Rondo 51.0917 17.0158
1963 Domaszczyn_-_sklep 51.1895 17.1694
1964 Nowy_Dwór_(Stacja_kolejowa) 51.1195 16.9531
1965 Wyszyńskiego 51.1219 17.0529
1966 Kwiska 51.1253 16.9835
1967 Świdnicka 51.1074 17.0329
1968 Morwowa 51.0765 17.0532
1969 Rubczaka 51.1442 16.866
1970 Zaporoska 51.0965 17.0145
1971 PL._GRUNWALDZKI 51.1114 17.06
1972 Katedra 51.1142 17.0505
1973 KOZANÓW_(Dokerska) 51.1413 16.9641
1974 Kościuszki 51.1003 17.0455
1975 Wilkszyn_(pętla) 51.1917 16.8628
1976 Muchobór_Wielki 51.0989 16.9413
1977 Pl._Hirszfelda 51.0938 17.018
1978 Ogród_Botaniczny 51.1166 17.0524
1979 Hutmen 51.0959 16.9858
1980 Wysoka 51.0463 17.0121
1981 Pruszowice_-_wieś 51.1887 17.1342
1982 PETRUSEWICZA 51.0915 17.0327
1983 Kośnego1 51.1247 16.8636
1984 Wrocławski_Park_Przemysłowy 51.1126 16.9942
1985 Bulwar_Dedala 51.1273 16.9639
1986 Tyrmanda 51.1035 16.9462
1987 Stadion_Wrocław_(Lotnicza) 51.1374 16.9403
1988 Kiełczów_-_Zgodna 51.1376 17.1869
1989 Kwidzyńska 51.1316 17.078
1990 Gajowicka 51.0891 17.0067
1991 Kasprowicza 51.138 17.0537
1992 Kwiska 51.1247 16.9844
1993 Zemska 51.1164 16.9467
1994 Bogusławice 50.9978 17.1046
1995 Hippiczna 51.0685 17.0089
1996 Słowiańska 51.1236 17.0413
1997 Rzemieślnicza 51.1714 17.0047
1998 Ostrowskiego 51.0957 16.9728
1999 Gajowa 51.0918 17.04
2000 Księska 51.0764 17.0902
2001 Kwiska 51.1256 16.9834
2002 Krajobrazowa 51.129 16.8396
2003 Górnickiego 51.1163 17.0549
2004 Wilkszyn_-_Miłoszyn 51.1843 16.8711
2005 Tokary 51.2331 17.1403
2006 Karwińska 51.0826 17.0764
2007 KOLBUSZOWSKA_(Stadion) 51.094 16.9973
2008 Armii_Krajowej 51.0875 17.0683
2009 Małopanewska 51.1239 16.9868
2010 Oleśniczka 51.1466 17.2805
2011 Byków_-_Bar 51.1923 17.2474
2012 Krucza 51.0941 17.0095
2013 DH_Astra 51.1278 16.976
2014 RUBCZAKA_(Stacja_kolejowa) 51.143 16.8669
2015 DWORZEC_GŁÓWNY 51.0992 17.0343
2016 ROD_Oświata 51.101 16.9728
2017 Bystrzycka 51.1233 16.9588
2018 Pisarzowice_-_Szkolna 51.2099 16.8514
2019 DW._ŚWIEBODZKI 51.1086 17.0181
2020 Tczewska 51.1315 17.1112
2021 Psie_Pole 51.1458 17.1116
2022 Zajączkowska 51.1933 16.9781
2023 Tramwajowa 51.1043 17.0839
2024 Mochnackiego 51.142 17.0366
2025 KRZYKI 51.0753 17.0067
2026 ŻAR 51.1501 16.8333
2027 pl._Orląt_Lwowskich 51.1077 17.021
2028 Partynice 51.0613 16.996
2029 Łososiowicka 51.1757 16.8812
2030 PL._GRUNWALDZKI 51.112 17.064
2031 Krucza 51.0922 17.0085
2032 KLECINA 51.0658 16.9882
2033 most_Osobowicki 51.133 17.0276
2034 Hynka 51.1225 16.9622
2035 Nowodworska 51.1139 16.9647
2036 Wilkszyn_-_Polna 51.1886 16.8665
2037 OPORÓW 51.0841 16.972
2038 Muchobór_Wielki 51.0989 16.9416
2039 Kochanowskiego 51.1151 17.0737
2040 SZCZODRE 51.1945 17.1829
2041 Szymanów_-_skrzyż. 51.1884 17.0307
2042 Bąków 51.2118 17.1595
2043 Ługowa 51.1588 17.0444
2044 Zielińskiego 51.0981 17.0202
2045 Berenta 51.135 17.0578
2046 Ślusarska 51.0848 16.9905
2047 Zgorzelisko 51.1384 17.1313
2048 Pasikurowice-cmentarz 51.2043 17.1009
2049 Sowia 51.0737 17.0016
2050 Bujwida 51.1136 17.0675
2051 Park_Brochowski 51.0627 17.0759
2052 Koszarowa 51.1403 17.0701
2053 Opatowicka_nr_59 51.0951 17.1159
2054 Tyniecka 51.0722 16.9584
2055 KUŹNIKI 51.1238 16.95
2056 Zajączkowska 51.1928 16.9779
2057 Rakowiecka 51.0971 17.0677
2058 Słoneczna 51.06 16.9748
2059 Nowowiejska 51.1242 17.0449
2060 Domaszczyn_-_sklep 51.19 17.1708
2061 Kozanowska 51.139 16.9653
2062 Armii_Krajowej 51.0866 17.0693
2063 Stanki 51.0762 16.9738
2064 Jagodno 51.0587 17.0565
2065 Jarzębinowa 51.0819 17.0167
2066 Uniwersytet_Medyczny 51.0753 17.0331
2067 Małopanewska 51.1241 16.9875
2068 Pomorska 51.1172 17.0318
2069 Ojca_Beyzyma 51.0903 16.9921
2070 Długołęka_-_Wrocławska 51.1777 17.1881
2071 ROD_Źródło_Zdrowia 51.1507 17.1086
2072 Sulimów 51.0106 17.1249
2073 Park_Wschodni 51.0849 17.0722
2074 Chociebuska 51.1158 16.9586
2075 Chociebuska 51.1158 16.9586
2076 Chociebuska 51.1158 16.9586
